id,name,upper_category_id,year
122,SESSION: Visualization 1,94,2006
123,SESSION: Privacy 2,94,2006
124,SESSION: Pen,94,2006
125,SESSION: Everyday use of mobiles,94,2006
126,SESSION: Awareness and presence,94,2006
127,SESSION: Healthcare,94,2006
128,SESSION: Online communities,94,2006
129,SESSION: Visualization 2,94,2006
130,"SESSION: Novel methods: emotions, gestures, events",94,2006
131,SESSION: Social computing 2,94,2006
132,SESSION: Menus,94,2006
133,SESSION: Selecting and tracking,94,2006
134,SESSION: Disabilities,94,2006
135,SESSION: Beliefs and affect,94,2006
136,SESSION: Gestures and visualizations,94,2006
137,SESSION: Social computing 3,94,2006
138,SESSION: Usability methods,94,2006
139,SESSION: Interacting with large surfaces,94,2006
140,SESSION: Computer-mediated communication,94,2006
141,CHI,,2007
142,SESSION: Faces & bodies in interaction,141,2007
143,SECTION: Presentations,141,2007
144,SESSION: Attention & interruption,141,2007
145,SESSION: Capturing life experiences,141,2007
146,SESSION: Large displays,141,2007
147,"SESSION: Shake, rattle and roll: new forms of input and output",141,2007
148,SESSION: Ubicomp tools,141,2007
149,SESSION: Mobile interaction,141,2007
150,SESSION: Politics & activism,141,2007
151,SESSION: Navigation & interaction,141,2007
152,SESSION: Medical,141,2007
153,SESSION: Task & attention,141,2007
154,SESSION: Expert/novice,141,2007
155,SESSION: Mobile applications,141,2007
156,SESSION: Navigation,141,2007
157,SESSION: Photo sharing,141,2007
158,SESSION: Empirical studies of web interaction,141,2007
159,SESSION: Gaze & eye tracking,141,2007
160,SESSION: Online representation of self,141,2007
161,SESSION: Innovative interactions,141,2007
162,SESSION: Design theory,141,2007
163,SESSION: Play & exercise,141,2007
164,SESSION: Home spirituality,141,2007
165,SESSION: Programming by professionals,141,2007
166,SESSION: Web usability,141,2007
167,SESSION: Empirical models,141,2007
168,SESSION: Mobile interaction techniques I,141,2007
169,SESSION: Tasks,141,2007
170,SESSION: Emergency action,141,2007
171,SESSION: Design methods,141,2007
172,SESSION: Mobile interaction techniques II,141,2007
173,SESSION: Tangibility,141,2007
174,SESSION: Games,141,2007
175,SESSION: Video,141,2007
176,SESSION: Security,141,2007
177,SESSION: Emotion & empathy,141,2007
178,SESSION: Collaboration at work,141,2007
179,"SESSION: Tags, tagging & notetaking",141,2007
180,SESSION: Multimodal interactions,141,2007
181,SESSION: Distributed interaction,141,2007
182,SESSION: Learning & education,141,2007
183,SESSION: Designing for specific cultures,141,2007
184,SESSION: Mobile kits & stuff,141,2007
185,SESSION: Novel navigation,141,2007
186,"SESSION: People, looking at people",141,2007
187,SESSION: Input techniques,141,2007
188,SESSION: Location aware systems,141,2007
189,SESSION: Social network sharing,141,2007
190,"SESSION: Augmentation, automation & agents",141,2007
191,SESSION: Distributed coordination,141,2007
192,SESSION: Usability,141,2007
193,SESSION: Kids & family,141,2007
194,SESSION: Alternative interaction,141,2007
195,SESSION: Usability evaluation,141,2007
196,SESSION: Programming by & with end-users,141,2007
197,SESSION: Trust & engagement,141,2007
198,SESSION: Models of mobile interaction,141,2007
199,SESSION: Color/blind,141,2007
200,SESSION: Social influence,141,2007
201,SESSION: Learning,141,2007
202,CHI,,2008
203,SECTION: Presentations,202,2008
204,SESSION: Socio-Cultural Impact,202,2008
205,SESSION: Interactive Image Search,202,2008
206,SESSION: Stories and Memories,202,2008
207,SESSION: Don't Interrupt Me,202,2008
208,SESSION: Invited Session: Usability Evaluation Considered H,202,2008
209,SESSION: Human-Robot Interaction,202,2008
210,SESSION: Learning Support,202,2008
211,SESSION: Trust and Security,202,2008
212,SESSION: Post-WIMP,202,2008
213,SESSION: Improved Video Navigation and Capture,202,2008
214,SESSION: Visual Synthesis,202,2008
215,SESSION: Touch and Target Selection,202,2008
216,SESSION: Green Day,202,2008
217,SESSION: Kid's Stuff,202,2008
218,SESSION: Collaborative User Interfaces,202,2008
219,"SESSION: Aesthetics, Awareness, and Sketching",202,2008
220,SESSION: Data Collection,202,2008
221,SESSION: Health and Wellness,202,2008
222,SESSION: I am here. Where are you?,202,2008
223,SESSION: Physiological Sensing for Input,202,2008
224,"SESSION: Policy, Telemedicine, and Enterprise",202,2008
225,SESSION: Post-QWERTY QWERTY,202,2008
226,SESSION: Beyond End-User Programming,202,2008
227,SESSION: Dignity in Design,202,2008
228,SESSION: Knowledge Elicitation,202,2008
229,SESSION: Tools for Education,202,2008
230,SESSION: Sound of Music,202,2008
231,SESSION: Healthcare in the Developing World,202,2008
232,SESSION: Displayful and Displayless,202,2008
233,"SESSION: Friends, Foe, and Family",202,2008
234,"SESSION: Cognition, Perception, and Memory",202,2008
235,SESSION: Exploring Web Content,202,2008
236,"SESSION: Measuring, Business, and Voting",202,2008
237,SESSION: Multiple and Large Displays,202,2008
238,SESSION: Mixed-Initiative Interaction,202,2008
239,SESSION: Help Me Search,202,2008
240,SESSION: Online Social Networks,202,2008
241,SESSION: Am I Safe,202,2008
242,SESSION: Search,202,2008
243,SESSION: Shared Authoring,202,2008
244,SESSION: Tangibles: Input & Output,202,2008
245,SESSION: On the Move,202,2008
246,SESSION: Web Visits in the Long,202,2008
247,SESSION: Visualization to Support Information Work,202,2008
248,SESSION: Adaptation,202,2008
249,SESSION: Multitouch and Surface Computing,202,2008
250,SESSION: Activity-Based Prototyping and Software,202,2008
251,SESSION: Multidimensional Visualization,202,2008
252,SESSION: Menu and Command Selection,202,2008
253,SESSION: Model Interaction,202,2008
254,SESSION: Domesticity and Design,202,2008
255,SESSION: Game Zone,202,2008
256,SESSION: Visualizations,202,2008
257,SESSION: Character Development,202,2008
258,SESSION: Social Presence,202,2008
259,SESSION: Tactile and Haptic User Interfaces,202,2008
260,SESSION: Culture and Technology,202,2008
261,SESSION: Fitt's Law Lives,202,2008
262,SESSION: Collaboration and Cooperation,202,2008
263,SESSION: Driving in My Car,202,2008
264,SESSION: Pointing and Flicking,202,2008
265,SESSION: End-Users Sharing and Tailoring Software,202,2008
266,SESSION: Picture Perfect,202,2008
267,SESSION: Finding your way,202,2008
268,SESSION: Personal Health,202,2008
269,CHI,,2009
270,SESSION: Understanding information,269,2009
271,SESSION: Designing for other cultures,269,2009
272,SESSION: Expertise/people finding,269,2009
273,SESSION: Design methods,269,2009
274,SESSION: Navigation,269,2009
275,SESSION: New tabletop input and output methods,269,2009
276,SESSION: Robots,269,2009
277,SESSION: Online relationships,269,2009
278,SESSION: Education and science,269,2009
279,SESSION: Personal information management,269,2009
280,SESSION: Clicking on buttons,269,2009
281,SESSION: Privacy and trust,269,2009
282,SESSION: Accessibility/special needs,269,2009
283,SESSION: Sustainability 1,269,2009
284,SESSION: Creating thought and self-improvement,269,2009
285,SESSION: Telepresence and online media,269,2009
286,SESSION: Learning challenges,269,2009
287,SESSION: Tangibles on tables,269,2009
288,SESSION: Computer mediated communication 1,269,2009
289,SESSION: Non-traditional interaction techniques,269,2009
290,SESSION: In the living room,269,2009
291,SESSION: Information foraging,269,2009
292,SESSION: Prototyping and interaction,269,2009
293,SESSION: Understanding UI 1,269,2009
294,SESSION: Metrics,269,2009
295,SESSION: Cross culture CMC,269,2009
296,SESSION: Scientometric analysis of the CHI proceedings,269,2009
297,SESSION: User experience,269,2009
298,SESSION: In the home,269,2009
299,SESSION: Q&A systems,269,2009
300,SESSION: Looking at videos,269,2009
301,SESSION: Art creation,269,2009
302,SESSION: Programming tools and architectures,269,2009
303,SESSION: The status of ethnography in systems design,269,2009
304,SESSION: Security,269,2009
305,SESSION: Techniques for mobile interaction,269,2009
306,SESSION: Social networking sites,269,2009
307,SESSION: Software developers and programmers,269,2009
308,SESSION: Large displays/multi-display environments,269,2009
309,SESSION: Sustainability 2,269,2009
310,SESSION: Tabletop gestures,269,2009
311,SESSION: Visualization 1,269,2009
312,SESSION: Design theory,269,2009
313,SESSION: New media experiences 1,269,2009
314,SESSION: Classifying and recommending content,269,2009
315,"SESSION: Using tabletops for education, science, and media",269,2009
316,"SESSION: Helping out users with ""extreme jobs""",269,2009
317,SESSION: Visualization 2,269,2009
318,SESSION: User studies and design,269,2009
319,SESSION: Cognitive modeling and assessment,269,2009
320,SESSION: Finding info online,269,2009
321,SESSION: Pointing and cursor techniques,269,2009
322,SESSION: The beauty dilemma,269,2009
323,SESSION: New media experiences 2,269,2009
324,SESSION: Personal and online information,269,2009
325,SESSION: Studying Wikipedia,269,2009
326,SESSION: Multimodal mobile interaction,269,2009
327,SESSION: New gaming experiences,269,2009
328,SESSION: Software development,269,2009
329,SESSION: Usability methods,269,2009
330,SESSION: Studying cell phone use,269,2009
331,SESSION: Desktop techniques,269,2009
332,SESSION: Designing for senior citizens,269,2009
333,SESSION: Photos and life logging,269,2009
334,SESSION: Mobile applications for the developing world,269,2009
335,SESSION: Social search and sensemaking,269,2009
336,SESSION: Understanding UI 2,269,2009
337,SESSION: Supporting blind users,269,2009
338,SESSION: Advanced web scenarios,269,2009
339,SESSION: Enhancing reality,269,2009
340,SESSION: New mobile interactions,269,2009
341,SESSION: Technology for museums,269,2009
342,SESSION: Security and privacy,269,2009
343,SESSION: Web searching and browsing,269,2009
344,SESSION: Hospitals,269,2009
345,SESSION: Social software in office,269,2009
346,SESSION: Studying intelligent systems,269,2009
347,SESSION: Tabletops and single display groupware,269,2009
348,SESSION: Systems for children,269,2009
349,SESSION: New input modalities,269,2009
350,SESSION: Reflecting on design,269,2009
351,SESSION: Tactile UI,269,2009
352,SESSION: Gesture UIs,269,2009
353,SESSION: Understanding graphs,269,2009
354,SESSION: Computer mediated communication 2,269,2009
355,SESSION: Informed design,269,2009
356,SECTION: Presentations,269,2009
357,CHI,,2010
358,SESSION: EPIC #FAIL,357,2010
359,SESSION: Exploratory search,357,2010
360,SESSION: Making meaning in large displays,357,2010
361,SESSION: Multitasking,357,2010
362,SESSION: Organizations and communities,357,2010
363,SESSION: Privacy awareness and attitudes,357,2010
364,SESSION: Social support for cancer patients,357,2010
365,SESSION: Visualization,357,2010
366,SESSION: Games and players,357,2010
367,SESSION: Interfaces and visualization,357,2010
368,SESSION: Language 2.0,357,2010
369,SESSION: Market models for Q&A services,357,2010
370,SESSION: Mobile device interaction,357,2010
371,SESSION: Privacy behaviors,357,2010
372,SESSION: The age of searching,357,2010
373,SESSION: The infrastructure problem in HCI,357,2010
374,SESSION: Computing on the body,357,2010
375,"SESSION: Dance, dust, and drama: designing design",357,2010
376,SESSION: End-user programming I,357,2010
377,SESSION: Organizing and organizations,357,2010
378,"SESSION: Performance, stagecraft, and magic",357,2010
379,SESSION: Speech and touch,357,2010
380,SESSION: Writing in the real world,357,2010
381,SESSION: At home with computing,357,2010
382,SESSION: Browsing,357,2010
383,SESSION: End-user programming II,357,2010
384,SESSION: HCI and India,357,2010
385,SESSION: Sharing in social media,357,2010
386,SESSION: Tactile interaction,357,2010
387,SESSION: User characteristics and large-scale tracking,357,2010
388,SESSION: Brains and brawn,357,2010
389,SESSION: Gesturing and drawing,357,2010
390,SESSION: Medical exploration,357,2010
391,SESSION: Sense and sustainability,357,2010
392,SESSION: Sharing content and searches,357,2010
393,SESSION: Tagging,357,2010
394,SESSION: Understanding and supporting programming,357,2010
395,SESSION: Avatars and virtual environments,357,2010
396,SESSION: Crisis informatics,357,2010
397,"SESSION: Input, security, and privacy policies",357,2010
398,SESSION: Seniors using technologies,357,2010
399,SESSION: Tangible UI,357,2010
400,SESSION: Understanding comments,357,2010
401,SESSION: Caring for ourselves,357,2010
402,SESSION: Communicating,357,2010
403,"SESSION: Driving, interrupted",357,2010
404,SESSION: HCI for all,357,2010
405,SESSION: Interaction techniques,357,2010
406,SESSION: Machine learning and web interactions,357,2010
407,SESSION: Pointing and selecting,357,2010
408,SESSION: Bang a table,357,2010
409,SESSION: Expressing and understanding opinions in social media,357,2010
410,SESSION: Humans and sociability,357,2010
411,SESSION: Looking with video,357,2010
412,SESSION: Pixels and perception,357,2010
413,SESSION: Privacy,357,2010
414,SESSION: Storytelling,357,2010
415,SESSION: Classroom technologies,357,2010
416,SESSION: Devising input,357,2010
417,SESSION: Expertise,357,2010
418,SESSION: Interactions in the world,357,2010
419,SESSION: Sound and speech,357,2010
420,SESSION: Using your social network,357,2010
421,SESSION: Working with medical records,357,2010
422,SESSION: Bikes and buses,357,2010
423,SESSION: Death and fear,357,2010
424,"SESSION: Earth, wind, and flyer",357,2010
425,SESSION: Medical data,357,2010
426,SESSION: Social media users,357,2010
427,SESSION: Subtle expressions through sound and text,357,2010
428,SESSION: Tools affecting the enterprise,357,2010
429,SESSION: Mapping the landscape of sustainable HCI,357,2010
430,SESSION: Home eco behavior,357,2010
431,SESSION: On the phone,357,2010
432,SESSION: Remember and reflect,357,2010
433,SESSION: Sharing in specific communities,357,2010
434,SESSION: Something eye catching,357,2010
435,SESSION: Therapy and rehabilitation,357,2010
436,SESSION: Everyday gestures,357,2010
437,SESSION: HCI in China,357,2010
438,SESSION: Multitouch,357,2010
439,SESSION: Perspectives on design,357,2010
440,SESSION: Public displays,357,2010
441,SESSION: Sensing,357,2010
442,SESSION: Usability methods and new domains,357,2010
443,SESSION: We are family,357,2010
444,SESSION: 1001 users,357,2010
445,"SESSION: Cooking, classrooms, and craft",357,2010
446,SESSION: Displays where you least expect them,357,2010
447,SESSION: Domestic life,357,2010
448,SESSION: Finding your mojo and doing some good,357,2010
449,SESSION: Software understanding and maintenance,357,2010
450,SESSION: Users and attention on the web,357,2010
451,SESSION: Going to the mall: shopping and product design,357,2010
452,SESSION: Graphs,357,2010
453,SESSION: HCI and the developing world,357,2010
454,SESSION: No touch,357,2010
455,SECTION: Presentations,357,2010
456,CHI,,2011
457,SESSION: Health 1: technology challenges,456,2011
458,SESSION: Telepresence,456,2011
459,"SESSION: Olfaction, breath & biofeedback",456,2011
460,SESSION: Research methods,456,2011
461,SESSION: Machine learning,456,2011
462,SESSION: Mid-air pointing & gestures,456,2011
463,SESSION: Twitter systems,456,2011
464,SESSION: Sex & bodies,456,2011
465,SESSION: Watching together,456,2011
466,SESSION: Health 2: persuasive systems,456,2011
467,SESSION: Brain & bio-sensor interactions,456,2011
468,SESSION: Gestures,456,2011
469,"SESSION: Designing for values, democracy & peace",456,2011
470,SESSION: Driving,456,2011
471,SESSION: Meetings & interaction spaces,456,2011
472,"SESSION: Art, music & movement",456,2011
473,SESSION: Facebook,456,2011
474,SESSION: Health 3: online communities & social interaction,456,2011
475,SESSION: Human-robot interaction,456,2011
476,SESSION: Tagging,456,2011
477,SESSION: HCI for all,456,2011
478,SESSION: Emotional states,456,2011
479,SESSION: Identity & virtual social interactions,456,2011
480,"SESSION: Gestures, body & touch",456,2011
481,SESSION: Pointing 1,456,2011
482,SESSION: Ambient & peripheral computing,456,2011
483,SESSION: Museums & public exhibitions,456,2011
484,SESSION: Everyday information management,456,2011
485,SESSION: Low-cost ICT4D,456,2011
486,SESSION: Predicting & modeling human behaviors,456,2011
487,SESSION: Death & bereavement,456,2011
488,SESSION: Non-flat Displays,456,2011
489,SESSION: Design theory,456,2011
490,SESSION: Microblogging behavior,456,2011
491,SESSION: Inter-cultural interaction,456,2011
492,SESSION: Eye tracking,456,2011
493,SESSION: Families,456,2011
494,SESSION: Search & information seeking,456,2011
495,SESSION: Expression & perception,456,2011
496,SESSION: Flexible grips & gestures,456,2011
497,SESSION: 3D interaction,456,2011
498,SESSION: Crowdsourcing,456,2011
499,SESSION: User studies/ethnography in developing regions,456,2011
500,SESSION: Visualization & perception,456,2011
501,SESSION: Digital content & collections,456,2011
502,SESSION: Search & stuff,456,2011
503,SESSION: Design materiality,456,2011
504,SESSION: Multi-touch,456,2011
505,SESSION: Pointing 2: Fitts law,456,2011
506,SESSION: Evaluation and/or design based on many users,456,2011
507,SESSION: Homeless users,456,2011
508,SESSION: Visual analytics,456,2011
509,SESSION: Photo sharing,456,2011
510,SESSION: Web search & usability,456,2011
511,SESSION: Performing arts,456,2011
512,SESSION: Collaboration & creativity,456,2011
513,SESSION: Wireless networks,456,2011
514,SESSION: Storytelling & perceptual crossing,456,2011
515,SESSION: Emergency response & scheduling,456,2011
516,SESSION: Learning,456,2011
517,SESSION: Time/animations,456,2011
518,SESSION: Touch 1: tactile & haptics,456,2011
519,SESSION: Security (systems),456,2011
520,SESSION: Home automation,456,2011
521,SESSION: Sustainability 1,456,2011
522,SESSION: Mobile issues,456,2011
523,SESSION: Website & application design,456,2011
524,SESSION: New approaches to usability,456,2011
525,SESSION: Design Methods,456,2011
526,SESSION: Decision making & the web,456,2011
527,SESSION: Security (social),456,2011
528,SESSION: Games,456,2011
529,SESSION: Sustainability 2,456,2011
530,SESSION: Location sharing,456,2011
531,SESSION: Text entry & typing,456,2011
532,SESSION: Touch 2: tactile & targets,456,2011
533,SESSION: Methods to aid & structure design,456,2011
534,SESSION: Touch 3: sensing,456,2011
535,SESSION: Authentication,456,2011
536,"SESSION: Cats, dogs, sports, games & books",456,2011
537,SESSION: User experience,456,2011
538,SESSION: Interaction on mobile devices,456,2011
539,SESSION: Shortcuts commands & expertise,456,2011
540,SESSION: Sound interactions,456,2011
541,SESSION: Innovation & design,456,2011
542,SESSION: Tabletop synchronous collaboration,456,2011
543,SESSION: Social Q & A,456,2011
544,SESSION: Empowering users in developing regions,456,2011
545,SESSION: Organizations & distributed work,456,2011
546,SESSION: Reading & writing,456,2011
547,SESSION: Engaging youth,456,2011
548,SESSION: Tangibles,456,2011
549,SESSION: Groups around the table,456,2011
550,SESSION: Rehabilitation,456,2011
551,SESSION: Software development & product support,456,2011
552,SESSION: Multitasking & interruption,456,2011
553,SESSION: Organizations & enterprise,456,2011
554,SESSION: Books & language,456,2011
555,SESSION: Privacy,456,2011
556,SESSION: Tactile interaction,456,2011
557,SESSION: Tabletop & wall displays,456,2011
558,SESSION: Doctor-patient care,456,2011
559,SESSION: Developers & end-user programmers,456,2011
560,SESSION: Incentives & user generated content,456,2011
561,SESSION: Courriel,456,2011
562,SECTION: Presentations,456,2011
563,CHI,,2012
564,SESSION: AI & machine-learning & translation,563,2012
565,SESSION: Teaching with new interfaces,563,2012
566,SESSION: Game experiences,563,2012
567,SESSION: Eating + cooking,563,2012
568,SESSION: Touch in context,563,2012
569,SESSION: Curves & mirages: gestures & interaction with nonplanar surfaces,563,2012
570,SESSION: Leveraging the crowd,563,2012
571,"SESSION: Getting around: menus, scrolling, & advanced navigation",563,2012
572,SESSION: Spectators,563,2012
573,SESSION: Immateriality as a design feature,563,2012
574,SESSION: Privacy + self disclosure,563,2012
575,SESSION: Supporting visually impaired users,563,2012
576,SESSION: Text visualization,563,2012
577,SESSION: Brain & body,563,2012
578,SESSION: Empathy & technology: focus on the end user,563,2012
579,SESSION: Workplace,563,2012
580,SESSION: Uses of media & creation of web experiences,563,2012
581,SESSION: Tools for video + images,563,2012
582,SESSION: Sustainability & behavior change,563,2012
583,SESSION: Interacting with robots & agents,563,2012
584,SESSION: Hot moves: shape-changing & thermal interfaces,563,2012
585,SESSION: Intimacy & connection,563,2012
586,SESSION: HCI4D: business,563,2012
587,SESSION: Pen + touch,563,2012
588,SESSION: Affective presence,563,2012
589,SESSION: Games: community + communication,563,2012
590,SESSION: Healthcare + technology: putting patients first,563,2012
591,SESSION: Critical perspectives on design,563,2012
592,SESSION: I am how i touch: authenticating users,563,2012
593,SESSION: Visionary models + tools,563,2012
594,SESSION: It's a big web!,563,2012
595,SESSION: Tools & stats in evaluation studies,563,2012
596,SESSION: Values in research practice,563,2012
597,SESSION: Literacy on the margin,563,2012
598,SESSION: Participatory design with older people,563,2012
599,SESSION: Personas & design,563,2012
600,SESSION: Kick it! interfaces for feet & walking,563,2012
601,SESSION: Music across CHI,563,2012
602,SESSION: Space: the interaction frontier,563,2012
603,SESSION: The tools of the trade,563,2012
604,SESSION: Publics & civic virtues,563,2012
605,SESSION: Promoting educational opportunity,563,2012
606,SESSION: Interfaces for health & well being,563,2012
607,SESSION: Needle in the haystack,563,2012
608,SESSION: Understanding online communication,563,2012
609,SESSION: Performative emergency simulation,563,2012
610,SESSION: Crowdsourcing & peer production I,563,2012
611,SESSION: Pasts + futures,563,2012
612,SESSION: Mobile computing & interaction,563,2012
613,SESSION: Future design,563,2012
614,SESSION: Visualization + visual analysis,563,2012
615,SESSION: Outside the box,563,2012
616,SESSION: Sensing + sensible interaction,563,2012
617,SESSION: Time + task: managing work life,563,2012
618,SESSION: Search interfaces,563,2012
619,SESSION: Music,563,2012
620,SESSION: ICT4D,563,2012
621,SESSION: Movement-based gameplay,563,2012
622,SESSION: Beyond paper,563,2012
623,SESSION: Sensory interaction modalities,563,2012
624,"SESSION: Old mouse, new tricks: desktop interfaces",563,2012
625,SESSION: Social support & collaboration,563,2012
626,"SESSION: Culture, playfulness, & creativity",563,2012
627,SESSION: I did that! being in control,563,2012
628,SESSION: Teaching with games,563,2012
629,SESSION: Health + design,563,2012
630,SESSION: Usability methods,563,2012
631,SESSION: Dimensions of sensory interaction,563,2012
632,SESSION: Phone fun: extending mobile interaction,563,2012
633,SESSION: Check this out: recommender systems,563,2012
634,SESSION: See hear speak: redesigning I/O for effectiveness,563,2012
635,"SESSION: Triple t: touch, tables, tablets",563,2012
636,SESSION: Defying environmental behavior changes,563,2012
637,SESSION: Learning with children,563,2012
638,SESSION: Morphing & tracking & stacking: 3D interaction,563,2012
639,SESSION: Social computing: business & beyond,563,2012
640,"SESSION: Programming, performance, & sense making",563,2012
641,SESSION: Design theory & practice,563,2012
642,SESSION: Interactions beyond the desktop,563,2012
643,SESSION: Right where i am: UX in complex environments,563,2012
644,SESSION: Health & children,563,2012
645,SESSION: Comfortable aging,563,2012
646,SESSION: Touch text entry,563,2012
647,SESSION: Programming & debugging,563,2012
648,SESSION: Organizing the recovery,563,2012
649,"SESSION: Tweet, tweet, tweet!",563,2012
650,SESSION: Me & my mobile,563,2012
651,SESSION: Understanding gamers,563,2012
652,SESSION: Better together,563,2012
653,SESSION: Bigger is better: large & multiple display environments,563,2012
654,SESSION: What a lovely gesture,563,2012
655,SESSION: Crowdsourcing & peer production II,563,2012
656,SESSION: Usability & user research,563,2012
657,SESSION: Do you see what eye see,563,2012
658,SESSION: Home & family,563,2012
659,SESSION: Designing for learners' complex needs,563,2012
660,SESSION: Groups @ work,563,2012
661,SESSION: Use the force,563,2012
662,SESSION: Human performance gives us Fitts',563,2012
663,SESSION: With a little help from my friends,563,2012
664,CHI,,2013
665,SESSION: Papers: managing social media,664,2013
666,SESSION: Papers: enhancing access,664,2013
667,SESSION: Papers: learning,664,2013
668,SESSION: Papers: interaction in the wild,664,2013
669,SESSION: Papers: 3D user interfaces,664,2013
670,SESSION: Papers: crowdsourcing: people power,664,2013
671,SESSION: Papers: multitouch and gesture,664,2013
672,SESSION: Papers: gaze,664,2013
673,SESSION: Papers: technologies for life 1,664,2013
674,SESSION: Papers: evaluation methods 1,664,2013
675,SESSION: Papers: co-design with users,664,2013
