id,DOI
110,https://doi.org/10.1145/503376.503445
111,https://doi.org/10.1145/503376.503446
112,https://doi.org/10.1145/503376.503448
113,https://doi.org/10.1145/503376.503449
114,https://doi.org/10.1145/503376.503450
115,https://doi.org/10.1145/503376.503452
116,https://doi.org/10.1145/503376.503454
117,https://doi.org/10.1145/503376.503455
118,https://doi.org/10.1145/503376.503456
119,https://doi.org/10.1145/503376.503458
120,https://doi.org/10.1145/503376.503459
121,https://doi.org/10.1145/503376.503460
122,https://doi.org/10.1145/642611.642613
123,https://doi.org/10.1145/642611.642615
124,https://doi.org/10.1145/642611.642616
125,https://doi.org/10.1145/642611.642618
126,https://doi.org/10.1145/642611.642619
127,https://doi.org/10.1145/642611.642620
128,https://doi.org/10.1145/642611.642622
129,https://doi.org/10.1145/642611.642623
130,https://doi.org/10.1145/642611.642624
131,https://doi.org/10.1145/642611.642626
132,https://doi.org/10.1145/642611.642627
133,https://doi.org/10.1145/642611.642628
134,https://doi.org/10.1145/642611.642630
135,https://doi.org/10.1145/642611.642631
136,https://doi.org/10.1145/642611.642632
137,https://doi.org/10.1145/642611.642634
138,https://doi.org/10.1145/642611.642635
139,https://doi.org/10.1145/642611.642636
140,https://doi.org/10.1145/642611.642638
141,https://doi.org/10.1145/642611.642639
142,https://doi.org/10.1145/642611.642641
143,https://doi.org/10.1145/642611.642642
144,https://doi.org/10.1145/642611.642644
145,https://doi.org/10.1145/642611.642645
146,https://doi.org/10.1145/642611.642646
147,https://doi.org/10.1145/642611.642648
148,https://doi.org/10.1145/642611.642649
149,https://doi.org/10.1145/642611.642650
150,https://doi.org/10.1145/642611.642652
151,https://doi.org/10.1145/642611.642653
152,https://doi.org/10.1145/642611.642654
153,https://doi.org/10.1145/642611.642656
154,https://doi.org/10.1145/642611.642657
155,https://doi.org/10.1145/642611.642658
156,https://doi.org/10.1145/642611.642660
157,https://doi.org/10.1145/642611.642661
158,https://doi.org/10.1145/642611.642662
159,https://doi.org/10.1145/642611.642664
160,https://doi.org/10.1145/642611.642665
161,https://doi.org/10.1145/642611.642666
162,https://doi.org/10.1145/642611.642668
163,https://doi.org/10.1145/642611.642669
164,https://doi.org/10.1145/642611.642670
165,https://doi.org/10.1145/642611.642672
166,https://doi.org/10.1145/642611.642673
167,https://doi.org/10.1145/642611.642674
168,https://doi.org/10.1145/642611.642676
169,https://doi.org/10.1145/642611.642677
170,https://doi.org/10.1145/642611.642678
171,https://doi.org/10.1145/642611.642680
172,https://doi.org/10.1145/642611.642681
173,https://doi.org/10.1145/642611.642682
174,https://doi.org/10.1145/642611.642684
175,https://doi.org/10.1145/642611.642686
176,https://doi.org/10.1145/642611.642687
177,https://doi.org/10.1145/642611.642688
178,https://doi.org/10.1145/642611.642690
179,https://doi.org/10.1145/642611.642691
180,https://doi.org/10.1145/642611.642692
181,https://doi.org/10.1145/642611.642694
182,https://doi.org/10.1145/642611.642695
183,https://doi.org/10.1145/642611.642697
184,https://doi.org/10.1145/642611.642698
185,https://doi.org/10.1145/642611.642699
186,https://doi.org/10.1145/642611.642701
187,https://doi.org/10.1145/642611.642702
188,https://doi.org/10.1145/642611.642703
189,https://doi.org/10.1145/642611.642705
190,https://doi.org/10.1145/642611.642706
191,https://doi.org/10.1145/642611.642707
192,https://doi.org/10.1145/642611.642709
193,https://doi.org/10.1145/642611.642710
194,https://doi.org/10.1145/642611.642711
195,https://doi.org/10.1145/642611.642713
196,https://doi.org/10.1145/642611.642714
197,https://doi.org/10.1145/985692.985693
198,https://doi.org/10.1145/985692.985694
199,https://doi.org/10.1145/985692.985695
200,https://doi.org/10.1145/985692.985696
201,https://doi.org/10.1145/985692.985697
202,https://doi.org/10.1145/985692.985698
203,https://doi.org/10.1145/985692.985699
204,https://doi.org/10.1145/985692.985700
205,https://doi.org/10.1145/985692.985701
206,https://doi.org/10.1145/985692.985702
207,https://doi.org/10.1145/985692.985703
208,https://doi.org/10.1145/985692.985704
209,https://doi.org/10.1145/985692.985705
210,https://doi.org/10.1145/985692.985706
211,https://doi.org/10.1145/985692.985707
212,https://doi.org/10.1145/985692.985708
213,https://doi.org/10.1145/985692.985709
214,https://doi.org/10.1145/985692.985710
215,https://doi.org/10.1145/985692.985711
216,https://doi.org/10.1145/985692.985712
217,https://doi.org/10.1145/985692.985713
218,https://doi.org/10.1145/985692.985714
219,https://doi.org/10.1145/985692.985715
220,https://doi.org/10.1145/985692.985716
221,https://doi.org/10.1145/985692.985717
222,https://doi.org/10.1145/985692.985718
223,https://doi.org/10.1145/985692.985719
224,https://doi.org/10.1145/985692.985720
225,https://doi.org/10.1145/985692.985721
226,https://doi.org/10.1145/985692.985722
227,https://doi.org/10.1145/1054972.1054974
228,https://doi.org/10.1145/3249443
229,https://doi.org/10.1145/1054972.1054975
230,https://doi.org/10.1145/1054972.1054976
231,https://doi.org/10.1145/3249444
232,https://doi.org/10.1145/1054972.1054978
233,https://doi.org/10.1145/1054972.1054979
234,https://doi.org/10.1145/1054972.1054980
235,https://doi.org/10.1145/3249445
236,https://doi.org/10.1145/1054972.1054982
237,https://doi.org/10.1145/1054972.1054983
238,https://doi.org/10.1145/3249446
239,https://doi.org/10.1145/1054972.1054985
240,https://doi.org/10.1145/1054972.1054986
241,https://doi.org/10.1145/1054972.1054987
242,https://doi.org/10.1145/3249447
243,https://doi.org/10.1145/1054972.1054989
244,https://doi.org/10.1145/1054972.1054990
245,https://doi.org/10.1145/1054972.1054991
246,https://doi.org/10.1145/3249448
247,https://doi.org/10.1145/1054972.1054993
248,https://doi.org/10.1145/1054972.1054994
249,https://doi.org/10.1145/1054972.1054995
250,https://doi.org/10.1145/3249449
251,https://doi.org/10.1145/1054972.1054997
252,https://doi.org/10.1145/1054972.1054998
253,https://doi.org/10.1145/1054972.1054999
254,https://doi.org/10.1145/3249450
255,https://doi.org/10.1145/1054972.1055001
256,https://doi.org/10.1145/1054972.1055002
257,https://doi.org/10.1145/3249451
258,https://doi.org/10.1145/1054972.1055004
259,https://doi.org/10.1145/1054972.1055005
260,https://doi.org/10.1145/1054972.1055006
261,https://doi.org/10.1145/3249452
262,https://doi.org/10.1145/1054972.1055008
263,https://doi.org/10.1145/1054972.1055009
264,https://doi.org/10.1145/1054972.1055010
265,https://doi.org/10.1145/3249453
266,https://doi.org/10.1145/1054972.1055012
267,https://doi.org/10.1145/1054972.1055013
268,https://doi.org/10.1145/1054972.1055014
269,https://doi.org/10.1145/3249454
270,https://doi.org/10.1145/1054972.1055016
271,https://doi.org/10.1145/1054972.1055017
272,https://doi.org/10.1145/1054972.1055018
273,https://doi.org/10.1145/3249455
274,https://doi.org/10.1145/1054972.1055020
275,https://doi.org/10.1145/1054972.1055021
276,https://doi.org/10.1145/3249456
277,https://doi.org/10.1145/1054972.1055023
278,https://doi.org/10.1145/1054972.1055024
279,https://doi.org/10.1145/1054972.1055025
280,https://doi.org/10.1145/3249457
281,https://doi.org/10.1145/1054972.1055027
282,https://doi.org/10.1145/1054972.1055028
283,https://doi.org/10.1145/1054972.1055029
284,https://doi.org/10.1145/3249458
285,https://doi.org/10.1145/1054972.1055031
286,https://doi.org/10.1145/1054972.1055032
287,https://doi.org/10.1145/1054972.1055033
288,https://doi.org/10.1145/3249459
289,https://doi.org/10.1145/1054972.1055035
290,https://doi.org/10.1145/1054972.1055036
291,https://doi.org/10.1145/3249460
292,https://doi.org/10.1145/1054972.1055038
293,https://doi.org/10.1145/1054972.1055039
294,https://doi.org/10.1145/1054972.1055040
295,https://doi.org/10.1145/3249461
296,https://doi.org/10.1145/1054972.1055042
297,https://doi.org/10.1145/1054972.1055043
298,https://doi.org/10.1145/1054972.1055044
299,https://doi.org/10.1145/3249462
300,https://doi.org/10.1145/1054972.1055046
301,https://doi.org/10.1145/1054972.1055047
302,https://doi.org/10.1145/1054972.1055048
303,https://doi.org/10.1145/3249463
304,https://doi.org/10.1145/1054972.1055050
305,https://doi.org/10.1145/1054972.1055051
306,https://doi.org/10.1145/1054972.1055052
307,https://doi.org/10.1145/3249464
308,https://doi.org/10.1145/1054972.1055054
309,https://doi.org/10.1145/1054972.1055055
310,https://doi.org/10.1145/1054972.1055056
311,https://doi.org/10.1145/3249465
312,https://doi.org/10.1145/1054972.1055058
313,https://doi.org/10.1145/1054972.1055059
314,https://doi.org/10.1145/1054972.1055060
315,https://doi.org/10.1145/3249466
316,https://doi.org/10.1145/1054972.1055062
317,https://doi.org/10.1145/3249467
318,https://doi.org/10.1145/1054972.1055064
319,https://doi.org/10.1145/1054972.1055065
320,https://doi.org/10.1145/1054972.1055066
321,https://doi.org/10.1145/3249468
322,https://doi.org/10.1145/1054972.1055068
323,https://doi.org/10.1145/1054972.1055069
324,https://doi.org/10.1145/1054972.1055070
325,https://doi.org/10.1145/3249469
326,https://doi.org/10.1145/1054972.1055072
327,https://doi.org/10.1145/1054972.1055073
328,https://doi.org/10.1145/1054972.1055074
329,https://doi.org/10.1145/3249470
330,https://doi.org/10.1145/1054972.1055076
331,https://doi.org/10.1145/3249471
332,https://doi.org/10.1145/1054972.1055078
333,https://doi.org/10.1145/1054972.1055079
334,https://doi.org/10.1145/3249472
335,https://doi.org/10.1145/1054972.1055081
336,https://doi.org/10.1145/1054972.1055082
337,https://doi.org/10.1145/3249473
338,https://doi.org/10.1145/1054972.1055084
339,https://doi.org/10.1145/3249474
340,https://doi.org/10.1145/1054972.1055086
341,https://doi.org/10.1145/3249475
342,https://doi.org/10.1145/1054972.1055088
343,https://doi.org/10.1145/1054972.1055089
344,https://doi.org/10.1145/1054972.1055090
345,https://doi.org/10.1145/3249476
346,https://doi.org/10.1145/1054972.1055092
347,https://doi.org/10.1145/1054972.1055093
348,https://doi.org/10.1145/1054972.1055094
349,https://doi.org/10.1145/3249477
350,https://doi.org/10.1145/1054972.1055096
351,https://doi.org/10.1145/1054972.1055097
352,https://doi.org/10.1145/1054972.1055098
353,https://doi.org/10.1145/3249478
354,https://doi.org/10.1145/1054972.1055100
355,https://doi.org/10.1145/1054972.1055101
356,https://doi.org/10.1145/1124772.1124774
357,https://doi.org/10.1145/1124772.1124775
358,https://doi.org/10.1145/1124772.1124776
359,https://doi.org/10.1145/1124772.1124778
360,https://doi.org/10.1145/1124772.1124779
361,https://doi.org/10.1145/1124772.1124780
362,https://doi.org/10.1145/1124772.1124782
363,https://doi.org/10.1145/1124772.1124783
364,https://doi.org/10.1145/1124772.1124784
365,https://doi.org/10.1145/1124772.1124785
366,https://doi.org/10.1145/1124772.1124787
367,https://doi.org/10.1145/1124772.1124788
368,https://doi.org/10.1145/1124772.1124789
369,https://doi.org/10.1145/1124772.1124790
370,https://doi.org/10.1145/1124772.1124792
371,https://doi.org/10.1145/1124772.1124793
372,https://doi.org/10.1145/1124772.1124794
373,https://doi.org/10.1145/1124772.1124796
374,https://doi.org/10.1145/1124772.1124797
375,https://doi.org/10.1145/1124772.1124798
376,https://doi.org/10.1145/1124772.1124800
377,https://doi.org/10.1145/1124772.1124801
378,https://doi.org/10.1145/1124772.1124802
379,https://doi.org/10.1145/1124772.1124804
380,https://doi.org/10.1145/1124772.1124805
381,https://doi.org/10.1145/1124772.1124806
382,https://doi.org/10.1145/1124772.1124808
383,https://doi.org/10.1145/1124772.1124809
384,https://doi.org/10.1145/1124772.1124810
385,https://doi.org/10.1145/1124772.1124812
386,https://doi.org/10.1145/1124772.1124813
387,https://doi.org/10.1145/1124772.1124814
388,https://doi.org/10.1145/1124772.1124815
389,https://doi.org/10.1145/1124772.1124817
390,https://doi.org/10.1145/1124772.1124818
391,https://doi.org/10.1145/1124772.1124819
392,https://doi.org/10.1145/1124772.1124821
393,https://doi.org/10.1145/1124772.1124822
394,https://doi.org/10.1145/1124772.1124823
395,https://doi.org/10.1145/1124772.1124825
396,https://doi.org/10.1145/1124772.1124826
397,https://doi.org/10.1145/1124772.1124827
398,https://doi.org/10.1145/1124772.1124828
399,https://doi.org/10.1145/1124772.1124830
400,https://doi.org/10.1145/1124772.1124831
401,https://doi.org/10.1145/1124772.1124832
402,https://doi.org/10.1145/1124772.1124834
403,https://doi.org/10.1145/1124772.1124835
404,https://doi.org/10.1145/1124772.1124836
405,https://doi.org/10.1145/1124772.1124838
406,https://doi.org/10.1145/1124772.1124839
407,https://doi.org/10.1145/1124772.1124840
408,https://doi.org/10.1145/1124772.1124842
409,https://doi.org/10.1145/1124772.1124843
410,https://doi.org/10.1145/1124772.1124844
411,https://doi.org/10.1145/1124772.1124845
412,https://doi.org/10.1145/1124772.1124846
413,https://doi.org/10.1145/1124772.1124848
414,https://doi.org/10.1145/1124772.1124849
415,https://doi.org/10.1145/1124772.1124850
416,https://doi.org/10.1145/1124772.1124851
417,https://doi.org/10.1145/1124772.1124853
418,https://doi.org/10.1145/1124772.1124854
419,https://doi.org/10.1145/1124772.1124855
420,https://doi.org/10.1145/1124772.1124857
421,https://doi.org/10.1145/1124772.1124858
422,https://doi.org/10.1145/1124772.1124859
423,https://doi.org/10.1145/1124772.1124861
424,https://doi.org/10.1145/1124772.1124862
425,https://doi.org/10.1145/1124772.1124863
426,https://doi.org/10.1145/1124772.1124865
427,https://doi.org/10.1145/1124772.1124866
428,https://doi.org/10.1145/1124772.1124867
429,https://doi.org/10.1145/1124772.1124869
430,https://doi.org/10.1145/1124772.1124870
431,https://doi.org/10.1145/1124772.1124871
432,https://doi.org/10.1145/1124772.1124873
433,https://doi.org/10.1145/1124772.1124874
434,https://doi.org/10.1145/1124772.1124875
435,https://doi.org/10.1145/1124772.1124877
436,https://doi.org/10.1145/1124772.1124878
437,https://doi.org/10.1145/1124772.1124879
438,https://doi.org/10.1145/1124772.1124881
439,https://doi.org/10.1145/1124772.1124882
440,https://doi.org/10.1145/1124772.1124883
441,https://doi.org/10.1145/1124772.1124885
442,https://doi.org/10.1145/1124772.1124886
443,https://doi.org/10.1145/1124772.1124887
444,https://doi.org/10.1145/1124772.1124889
445,https://doi.org/10.1145/1124772.1124890
446,https://doi.org/10.1145/1124772.1124891
447,https://doi.org/10.1145/1124772.1124893
448,https://doi.org/10.1145/1124772.1124894
449,https://doi.org/10.1145/1124772.1124896
450,https://doi.org/10.1145/1124772.1124897
451,https://doi.org/10.1145/1124772.1124898
452,https://doi.org/10.1145/1124772.1124900
453,https://doi.org/10.1145/1124772.1124901
454,https://doi.org/10.1145/1124772.1124902
455,https://doi.org/10.1145/1124772.1124903
456,https://doi.org/10.1145/1124772.1124905
457,https://doi.org/10.1145/1124772.1124906
458,https://doi.org/10.1145/1124772.1124907
459,https://doi.org/10.1145/1124772.1124908
460,https://doi.org/10.1145/1124772.1124910
461,https://doi.org/10.1145/1124772.1124911
462,https://doi.org/10.1145/1124772.1124912
463,https://doi.org/10.1145/1124772.1124914
464,https://doi.org/10.1145/1124772.1124915
465,https://doi.org/10.1145/1124772.1124916
466,https://doi.org/10.1145/1124772.1124917
467,https://doi.org/10.1145/1124772.1124919
468,https://doi.org/10.1145/1124772.1124920
469,https://doi.org/10.1145/1124772.1124921
470,https://doi.org/10.1145/1124772.1124923
471,https://doi.org/10.1145/1124772.1124924
472,https://doi.org/10.1145/1124772.1124925
473,https://doi.org/10.1145/1124772.1124926
474,https://doi.org/10.1145/1124772.1124928
475,https://doi.org/10.1145/1124772.1124929
476,https://doi.org/10.1145/1124772.1124930
477,https://doi.org/10.1145/1124772.1124932
478,https://doi.org/10.1145/1124772.1124933
479,https://doi.org/10.1145/1124772.1124934
480,https://doi.org/10.1145/1124772.1124936
481,https://doi.org/10.1145/1124772.1124937
482,https://doi.org/10.1145/1124772.1124938
483,https://doi.org/10.1145/1124772.1124939
484,https://doi.org/10.1145/1124772.1124941
485,https://doi.org/10.1145/1124772.1124942
486,https://doi.org/10.1145/1124772.1124943
487,https://doi.org/10.1145/1124772.1124945
488,https://doi.org/10.1145/1124772.1124946
489,https://doi.org/10.1145/1124772.1124947
490,https://doi.org/10.1145/1124772.1124948
491,https://doi.org/10.1145/1124772.1124950
492,https://doi.org/10.1145/1124772.1124951
493,https://doi.org/10.1145/1124772.1124952
494,https://doi.org/10.1145/1124772.1124954
495,https://doi.org/10.1145/1124772.1124955
496,https://doi.org/10.1145/1124772.1124956
497,https://doi.org/10.1145/1124772.1124957
498,https://doi.org/10.1145/1124772.1124959
499,https://doi.org/10.1145/1124772.1124960
500,https://doi.org/10.1145/1124772.1124961
501,https://doi.org/10.1145/1124772.1124963
502,https://doi.org/10.1145/1124772.1124964
503,https://doi.org/10.1145/1124772.1124965
504,https://doi.org/10.1145/1124772.1124967
505,https://doi.org/10.1145/1124772.1124968
506,https://doi.org/10.1145/1124772.1124969
507,https://doi.org/10.1145/1240624.1240626
508,https://doi.org/10.1145/3258852
509,https://doi.org/10.1145/1240624.1240627
510,https://doi.org/10.1145/1240624.1240628
511,https://doi.org/10.1145/1240624.2180996
512,https://doi.org/10.1145/1240624.2180991
513,https://doi.org/10.1145/1240624.2180994
514,https://doi.org/10.1145/1240624.2180958
515,https://doi.org/10.1145/1240624.2180959
516,https://doi.org/10.1145/1240624.2180960
517,https://doi.org/10.1145/1240624.2180961
518,https://doi.org/10.1145/1240624.2180955
519,https://doi.org/10.1145/1240624.2180963
520,https://doi.org/10.1145/1240624.2181020
521,https://doi.org/10.1145/1240624.2180965
522,https://doi.org/10.1145/1240624.2181002
523,https://doi.org/10.1145/1240624.2180967
524,https://doi.org/10.1145/1240624.2180956
525,https://doi.org/10.1145/1240624.2180969
526,https://doi.org/10.1145/1240624.2180997
527,https://doi.org/10.1145/1240624.2180988
528,https://doi.org/10.1145/1240624.2180990
529,https://doi.org/10.1145/1240624.2181021
530,https://doi.org/10.1145/1240624.2180995
531,https://doi.org/10.1145/1240624.2180968
532,https://doi.org/10.1145/1240624.2180962
533,https://doi.org/10.1145/1240624.2181033
534,https://doi.org/10.1145/1240624.2206886
535,https://doi.org/10.1145/1240624.2181000
536,https://doi.org/10.1145/1240624.2181001
537,https://doi.org/10.1145/1240624.2180964
538,https://doi.org/10.1145/1240624.2180957
539,https://doi.org/10.1145/1240624.2180999
540,https://doi.org/10.1145/1240624.2180966
541,https://doi.org/10.1145/1240624.2180987
542,https://doi.org/10.1145/3258853
543,https://doi.org/10.1145/1240624.1240630
544,https://doi.org/10.1145/1240624.1240631
545,https://doi.org/10.1145/1240624.1240632
546,https://doi.org/10.1145/3258854
547,https://doi.org/10.1145/1240624.1240634
548,https://doi.org/10.1145/1240624.1240635
549,https://doi.org/10.1145/1240624.1240636
550,https://doi.org/10.1145/3258855
551,https://doi.org/10.1145/1240624.1240638
552,https://doi.org/10.1145/1240624.1240639
553,https://doi.org/10.1145/1240624.1240640
554,https://doi.org/10.1145/3258856
555,https://doi.org/10.1145/1240624.1240642
556,https://doi.org/10.1145/3258857
557,https://doi.org/10.1145/1240624.1240644
558,https://doi.org/10.1145/1240624.1240645
559,https://doi.org/10.1145/1240624.1240646
560,https://doi.org/10.1145/3258858
561,https://doi.org/10.1145/1240624.1240648
562,https://doi.org/10.1145/1240624.1240649
563,https://doi.org/10.1145/1240624.1240650
564,https://doi.org/10.1145/1240624.1240651
565,https://doi.org/10.1145/3258859
566,https://doi.org/10.1145/1240624.1240653
567,https://doi.org/10.1145/1240624.1240654
568,https://doi.org/10.1145/3258860
569,https://doi.org/10.1145/1240624.1240656
570,https://doi.org/10.1145/1240624.1240657
571,https://doi.org/10.1145/1240624.1240658
572,https://doi.org/10.1145/1240624.1240659
573,https://doi.org/10.1145/3258861
574,https://doi.org/10.1145/1240624.1240661
575,https://doi.org/10.1145/1240624.1240662
576,https://doi.org/10.1145/3258862
577,https://doi.org/10.1145/1240624.1240664
578,https://doi.org/10.1145/1240624.1240665
579,https://doi.org/10.1145/1240624.1240666
580,https://doi.org/10.1145/3258863
581,https://doi.org/10.1145/1240624.1240668
582,https://doi.org/10.1145/1240624.1240669
583,https://doi.org/10.1145/1240624.1240670
584,https://doi.org/10.1145/3258864
585,https://doi.org/10.1145/1240624.1240672
586,https://doi.org/10.1145/1240624.1240673
587,https://doi.org/10.1145/1240624.1240674
588,https://doi.org/10.1145/1240624.1240675
589,https://doi.org/10.1145/1240624.1240676
590,https://doi.org/10.1145/3258865
591,https://doi.org/10.1145/1240624.1240678
592,https://doi.org/10.1145/1240624.1240679
593,https://doi.org/10.1145/1240624.1240680
594,https://doi.org/10.1145/3258866
595,https://doi.org/10.1145/1240624.1240682
596,https://doi.org/10.1145/1240624.1240683
597,https://doi.org/10.1145/1240624.1240684
598,https://doi.org/10.1145/3258867
599,https://doi.org/10.1145/1240624.1240686
600,https://doi.org/10.1145/1240624.1240687
601,https://doi.org/10.1145/1240624.1240688
602,https://doi.org/10.1145/3258868
603,https://doi.org/10.1145/1240624.1240690
604,https://doi.org/10.1145/1240624.1240691
605,https://doi.org/10.1145/1240624.1240692
606,https://doi.org/10.1145/1240624.1240693
607,https://doi.org/10.1145/3258869
608,https://doi.org/10.1145/1240624.1240695
609,https://doi.org/10.1145/1240624.1240696
610,https://doi.org/10.1145/1240624.1240697
611,https://doi.org/10.1145/1240624.1240698
612,https://doi.org/10.1145/3258870
613,https://doi.org/10.1145/1240624.1240700
614,https://doi.org/10.1145/1240624.1240701
615,https://doi.org/10.1145/1240624.1240702
616,https://doi.org/10.1145/3258871
617,https://doi.org/10.1145/1240624.1240704
618,https://doi.org/10.1145/1240624.1240705
619,https://doi.org/10.1145/1240624.1240706
620,https://doi.org/10.1145/3258872
621,https://doi.org/10.1145/1240624.1240708
622,https://doi.org/10.1145/3258873
623,https://doi.org/10.1145/1240624.1240710
624,https://doi.org/10.1145/1240624.1240711
625,https://doi.org/10.1145/1240624.1240712
626,https://doi.org/10.1145/3258874
627,https://doi.org/10.1145/1240624.1240714
628,https://doi.org/10.1145/1240624.1240715
629,https://doi.org/10.1145/1240624.1240716
630,https://doi.org/10.1145/3258875
631,https://doi.org/10.1145/1240624.1240718
632,https://doi.org/10.1145/1240624.1240719
633,https://doi.org/10.1145/1240624.1240720
634,https://doi.org/10.1145/3258876
635,https://doi.org/10.1145/1240624.1240722
636,https://doi.org/10.1145/1240624.1240723
637,https://doi.org/10.1145/1240624.1240724
638,https://doi.org/10.1145/3258877
639,https://doi.org/10.1145/1240624.1240726
640,https://doi.org/10.1145/1240624.1240727
641,https://doi.org/10.1145/1240624.1240728
642,https://doi.org/10.1145/3258878
643,https://doi.org/10.1145/1240624.1240730
644,https://doi.org/10.1145/1240624.1240731
645,https://doi.org/10.1145/1240624.1240732
646,https://doi.org/10.1145/3258879
647,https://doi.org/10.1145/1240624.1240734
648,https://doi.org/10.1145/1240624.1240735
649,https://doi.org/10.1145/1240624.1240736
650,https://doi.org/10.1145/3258880
651,https://doi.org/10.1145/1240624.1240738
652,https://doi.org/10.1145/1240624.1240739
653,https://doi.org/10.1145/3258881
654,https://doi.org/10.1145/1240624.1240741
655,https://doi.org/10.1145/1240624.1240742
656,https://doi.org/10.1145/3258882
657,https://doi.org/10.1145/1240624.1240744
658,https://doi.org/10.1145/1240624.1240745
659,https://doi.org/10.1145/1240624.1240746
660,https://doi.org/10.1145/1240624.1240747
661,https://doi.org/10.1145/3258883
662,https://doi.org/10.1145/1240624.1240749
663,https://doi.org/10.1145/1240624.1240750
664,https://doi.org/10.1145/1240624.1240751
665,https://doi.org/10.1145/1240624.1240752
666,https://doi.org/10.1145/3258884
667,https://doi.org/10.1145/1240624.1240754
668,https://doi.org/10.1145/1240624.1240755
